job_id,title_clean,company_clean,location_clean,role_category,remote_type,source,category,job_type,publication_date,salary,url,collected_at
adzuna_5329714263,Senior BI Analyst,Targeted Talent,Canada,BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5329714263?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699988296,Senior BI Analyst,Targeted Talent,"Vancouver, Greater Vancouver",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699988296?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699998521,Senior BI Analyst,Targeted Talent,"Halifax, Halifax region",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699998521?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699984154,Senior BI Analyst,Targeted Talent,"Saskatoon, Saskatchewan",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699984154?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699994211,Senior BI Analyst,Targeted Talent,"Winnipeg, Winnipeg region",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699994211?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699994194,Senior BI Analyst,Targeted Talent,"Calgary, Calgary region",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699994194?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699998525,Senior BI Analyst,Targeted Talent,"Edmonton, Edmonton region",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699998525?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699998339,Senior BI Analyst,Targeted Talent,"Montréal, Québec",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699998339?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699989580,Senior BI Analyst,Targeted Talent,"North Vancouver, Greater Vancouver",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699989580?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699966608,Senior BI Analyst,Targeted Talent,"Waterloo, Waterloo region",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699966608?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699995467,Senior BI Analyst,Targeted Talent,"Kitchener, Waterloo region",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699995467?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720274786,Senior BI Analyst,Targeted Talent,"Québec, Canada",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5720274786?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699991163,Senior BI Analyst,Targeted Talent,"Ottawa, Ottawa region",BI Analyst,Remote,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5699991163?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719847957,Decision Intelligence BI Analyst,BMO,"Toronto, Ontario",BI Analyst,Hybrid,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5719847957?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702923022,Enterprise Systems & BI Analyst,Cultivate Possibility at Bluum,"Thornhill, York region",BI Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5702923022?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5723992942,BI Analyst (Power BI / Data Analytics),SereneAid,"West Edmonton Mall, Edmonton",BI Analyst,Remote,Adzuna,IT Jobs,contract,,7000 - 10000,https://www.adzuna.ca/details/5723992942?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5718727038,Permanent - Business Intelligence (BI) Analyst - Microsoft Fabric Specialist (ID690),M3C Recrutement Inc.,"Anjou, Montréal",BI Analyst,Hybrid,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5718727038?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5582993388,Analyste BI,DELAN,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5582993388?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5721838908,Power BI/Tableau Analyst,VDart Inc,"Mont-Royal, Montréal",Data Analyst,On-site,Adzuna,IT Jobs,Not Specified,,104000 - 110240,https://www.adzuna.ca/details/5721838908?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720566264,"Senior Manager, Business Intelligence",Xplore Inc.,Canada,BI Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/land/ad/5720566264?se=ZquMSCNO8RGccd7R-FQHQw&utm_medium=api&utm_source=08a528aa&v=8A51EC2FE6E031D6AF60BA3CFC245B1953D8FA26,2026-05-12T12:55:18.600088
adzuna_5720279155,Développeur-Analyste BI,QSL,"Québec, Canada",Data Analyst,Not Specified,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5720279155?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5705659452,Senior BI Advanced Analyst- Corporate Security,Bell,"Montréal, Québec",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5705659452?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_4801489952,Analyste programmeur Oracle BI Publisher / Oracle BI Publisher Analyst Programmer,Renaps,"Montréal, Québec",Data Analyst,Hybrid,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/4801489952?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_4801367486,Business Systems Analyst & BI,10 Percent Recruiting,"Edmonton, Edmonton region",Data Analyst,On-site,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/4801367486?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5648989655,BI Reporting Developer Analyst,Jonas Software,"Markham, York region",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5648989655?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716249286,BI Reporting Developer Analyst,Jonas Club Software,"Markham, York region",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5716249286?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5724348198,Reporting Analyst- Power BI,Recutify Inc.,"Mistatim, Edmonton",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,104000 - 124800,https://www.adzuna.ca/details/5724348198?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719053111,Business Intelligence Analyst,American Iron and Metal,"Montréal, Québec",BI Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5719053111?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_4801489705,Carrière en Technologies de l'information,Beneva,Canada,Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/4801489705?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710505680,Analyste BI – Stratégie et activation d’audience,Cogeco,"Montréal, Québec",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710505680?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716189326,Data Engineer,Vast Auto Distribution,"Montréal, Québec",Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5716189326?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5718113246,Business Intelligence Developer,Charton Hobbs Group,"Verdun, Montréal",BI Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5718113246?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5717780140,Business Intelligence Developer,Charton Hobbs Group,"Montréal, Québec",BI Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5717780140?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5712281169,Business Intelligence Analyst,Bayshore HealthCare,"Mississauga, Peel region",BI Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5712281169?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5724407363,Business Intelligence Analyst – Intermediate - BIA 26-05251,NavitasPartners,"Edmonton, Edmonton region",BI Analyst,Remote,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5724407363?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5711163671,Data Engineer,Kubra,"Mississauga, Peel region",Data Engineer,Not Specified,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5711163671?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5715836516,Analyste en matière de santé,Réseau de santé Vitalité,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/land/ad/5715836516?se=ZquMSCNO8RGccd7R-FQHQw&utm_medium=api&utm_source=08a528aa&v=8752733CCC47CD6594635CBA0CEB2DE6A7ACDC3B,2026-05-12T12:55:18.600088
adzuna_5723992953,Business Intelligence Analyst – Intermediate,Upstaff,"The Meadows, Edmonton",BI Analyst,Remote,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5723992953?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5706890278,"Financial Analyst – FP&A (Power BI, Oracle)",Astra North Infoteck Inc.,"Toronto, Ontario",Data Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,contract,,10000 - None,https://www.adzuna.ca/details/5706890278?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725348713,Reporting Analyst (Power BI & Data Analytics) - REPANAL 26-05299,NavitasPartners,"Edmonton, Edmonton region",Data Analyst,Remote,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5725348713?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720751986,Sr. Business Intelligence Analyst,McKesson,"Mississauga, Peel region",BI Analyst,Remote,Adzuna,IT Jobs,Not Specified,,99100 - 132100,https://www.adzuna.ca/details/5720751986?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5682340736,Sr. Business Intelligence Analyst,Visier,"Greater Vancouver, British Columbia",BI Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5682340736?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5713575034,Advanced Analytics Senior Data Engineer,Jay Analytix,"Toronto, Ontario",Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5713575034?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5706382093,Business Information Architect,Genetec,"Ottawa, Ottawa region",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5706382093?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5706382067,Business Information Architect,Genetec,"Toronto, Ontario",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5706382067?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5655362431,Senior Reporting and Operational Analyst,Finastra Technology,Canada,Data Analyst,Hybrid,Adzuna,IT Jobs,Not Specified,,80000 - 90000,https://www.adzuna.ca/details/5655362431?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5711172982,Senior Data Engineer,Releady,"Toronto, Ontario",Data Engineer,Hybrid,Adzuna,IT Jobs,contract,,None - None,https://www.adzuna.ca/details/5711172982?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5677464694,BI & Data Platform Administrator,Jacobs & Thompson Inc,"Woodbridge, York region",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5677464694?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5708140743,Business Information Architect,Genetec,Canada,Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5708140743?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_4870495656,Candidature spontanée / Spontaneous application,Maestro Technologies,"Varennes, Lajemmerais",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/4870495656?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5670373878,Business Intelligence Specialist,Zurich NA,"Toronto, Ontario",BI Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5670373878?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5715837254,Architecte de solution - Données analytiques et visualisation,Autorité régionale de transport métropolitain - ARTM,"Montréal, Québec",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/land/ad/5715837254?se=FJrLSSNO8RGan6lawe-Olg&utm_medium=api&utm_source=08a528aa&v=B4F32FF6D22254A009BD428E921F37F87D941094,2026-05-12T12:55:18.600088
adzuna_5705659453,"Analyste principal, analytique avancée BI - Sûreté de l'entreprise",Bell,"Montréal, Québec",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5705659453?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5352550035,Architecte en information commerciale / Business Information Architect,Genetec,"Montréal, Québec",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5352550035?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5647588657,Senior Business Intelligence Specialist,Partners Community Health,"Mississauga, Peel region",BI Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,78000 - 113000,https://www.adzuna.ca/details/5647588657?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5671005223,Senior Data & AI Consultant,Lantern,"Edmonton, Edmonton region",Other,Not Specified,Adzuna,IT Jobs,contract,,120000 - 165000,https://www.adzuna.ca/details/5671005223?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5709257415,BI & Data Platform Administrator,Jacobs & Thompson Inc,"Toronto, Ontario",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5709257415?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5717771563,Dveloppeur(-euse) en intelligence daffaires,Charton Hobbs Group,"Montréal, Québec",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5717771563?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5717639917,Senior Consultant - Power BI Architect,Avanade Inc.,"Toronto, Ontario",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5717639917?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5718158574,Développeur(-euse) en intelligence d’affaires,Charton Hobbs Group,"Verdun, Montréal",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5718158574?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5716249659,Analyste de données d'affaires,Dollarama,"Mont-Royal, Montréal",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5716249659?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5724631213,"Senior Consultant, Microsoft Fabric Data Engineer, Data & AI",KPMG,"Toronto, Ontario",Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5724631213?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5665734535,Analytics Engineer,Wireless DNA,"Toronto, Ontario",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5665734535?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719706234,Associate Manager – Power BI Architect,Avanade Canada Company,Canada,Other,Not Specified,Adzuna,IT Jobs,Not Specified,,114400 - 135850,https://www.adzuna.ca/details/5719706234?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5580680461,Value & Marketing Insights Team Lead,BrandBastion,Canada,Other,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5580680461?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5726672881,Analyste Financier,Groupe Luxnor,Canada,Data Analyst,Not Specified,Adzuna,IT Jobs,permanent,,None - None,https://www.adzuna.ca/details/5726672881?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5715686855,Analyste Données & Intelligence d'Affaires (BI),Industrielle RH et recrutement,"Montréal, Québec",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5715686855?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710654408,GIS & AI Analytics Engineer,"Ontario Transit Group - Ontario Line - Southern Civil, Stations & Tunnel","Toronto, Ontario",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710654408?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5713379183,Senior BI Developer / BI Team Lead - Remote,"NTT America, Inc.","Greater Vancouver, British Columbia",Other,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5713379183?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5712032243,Senior BI Developer / BI Team Lead - Remote,NTT DATA,"Greater Vancouver, British Columbia",Other,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5712032243?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5724575841,"Senior Manager, Data Analytics - Governance",Walmart,"Mississauga, Peel region",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5724575841?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5708902339,Bilingual Billing Analyst (12-month Contract),McCarthy Tétrault LLP,"Westmount, Montréal",Data Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,contract,,None - None,https://www.adzuna.ca/details/5708902339?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5620675688,Senior Customer Delivery Manager,Maxa AI,"Anjou, Montréal",Other,Hybrid,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5620675688?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5717639924,Consultant senior - Architecte Power BI,Avanade Inc.,"Montréal, Québec",Other,Hybrid,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5717639924?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710989004,"Product Owner, Data",Reitmans  Ltée/Ltd,"Montréal, Québec",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710989004?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725717919,Analyste de données,American Iron and Metal,"Laval, Laval region",Data Analyst,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5725717919?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5694866903,Financial Analyst,Homestead Land Holdings Limited,"Kingston, Lennox and Addington",Data Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,85000 - 95000,https://www.adzuna.ca/details/5694866903?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5718155048,"Manager, Software Engineering",Caret,"Railway Lands, City of Toronto",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,210000 - 220000,https://www.adzuna.ca/details/5718155048?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5719767646,Manager Associé(e) – Architecte Power BI,Avanade Canada Company,Canada,Other,Hybrid,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5719767646?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5709609202,Power BI Developer with Rest API,Synechron,"Mississauga, Peel region",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5709609202?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5704113345,Analyste à la facturation bilingue (contrat de 12 mois),McCarthy Tétrault LLP,"Westmount, Montréal",Data Analyst,Not Specified,Adzuna,Trade & Construction Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5704113345?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5718853667,Analyste Financier Principal(e) / Senior Financial Analyst FP&A (contrat 12 mois),McKesson,"Bas-Saint-Laurent, Québec",Data Analyst,Remote,Adzuna,Accounting & Finance Jobs,Not Specified,,94400 - 157300,https://www.adzuna.ca/details/5718853667?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5725055044,Financial Analyst,Aston Carter,"Edmonton, Edmonton region",Data Analyst,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5725055044?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5702718928,Data Engineering Developer - Capital Markets & Treasury,National Bank,Canada,Data Engineer,Not Specified,Adzuna,Accounting & Finance Jobs,Not Specified,,None - None,https://www.adzuna.ca/land/ad/5702718928?se=MCO0TSNO8RGccd7R-FQHQw&utm_medium=api&utm_source=08a528aa&v=C5A5621976215BB51609CFA499C7D2C2B098926F,2026-05-12T12:55:18.600088
adzuna_5677068858,Data Platform Engineer,BRP,"Anjou, Montréal",Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/land/ad/5677068858?se=MCO0TSNO8RGccd7R-FQHQw&utm_medium=api&utm_source=08a528aa&v=A40EC1EED450084C6E9D347B3526DB1D30F549A6,2026-05-12T12:55:18.600088
adzuna_5677053558,Data Platform Engineer,BRP,Canada,Other,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/land/ad/5677053558?se=MCO0TSNO8RGccd7R-FQHQw&utm_medium=api&utm_source=08a528aa&v=41761113D06F6AD38E8BD343808CCFADB54E9DDA,2026-05-12T12:55:18.600088
adzuna_5714816841,"Data Engineer, Analytics Data Engineering",Dropbox,Canada,Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,128400 - 173700,https://www.adzuna.ca/details/5714816841?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699176571,Data Engineer,Veem,"Toronto, Ontario",Data Engineer,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5699176571?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5636064529,Data Engineer,Tiger Analytics Inc.,"Toronto, Ontario",Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5636064529?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5720640140,Data Engineer,Infinity Solutions,"Ontario, Canada",Data Engineer,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5720640140?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5707869833,Data Engineer,SereneAid,"Montréal East, Montréal",Data Engineer,On-site,Adzuna,IT Jobs,contract,,10000 - None,https://www.adzuna.ca/details/5707869833?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5723511765,Data Engineer,Charger Logistics Inc,"Brampton, Peel region",Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5723511765?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5721838912,Data Engineer,VDart Inc,Canada,Data Engineer,Remote,Adzuna,IT Jobs,Not Specified,,141440 - 145600,https://www.adzuna.ca/details/5721838912?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710225433,Data Engineer,Inizio Partners Corp,"Toronto, Ontario",Data Engineer,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5710225433?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5708741360,Data Engineer,Swim Recruiting,"Greater Vancouver, British Columbia",Data Engineer,On-site,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5708741360?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5650479304,Data Engineer,Morgan Stanley E-TRADE,Canada,Data Engineer,Not Specified,Adzuna,Trade & Construction Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5650479304?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5699988077,Data Engineer,Veem,Canada,Data Engineer,Remote,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5699988077?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5697630829,Data Engineer,The Independent Order of Foresters,"Toronto, Ontario",Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,75000 - 95000,https://www.adzuna.ca/details/5697630829?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5724555020,Data Engineer,NDT Global,"Calgary, Calgary region",Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5724555020?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5710584222,Data Engineer,PocketHealth,"Toronto, Ontario",Data Engineer,Not Specified,Adzuna,Engineering Jobs,contract,,100000 - 130000,https://www.adzuna.ca/details/5710584222?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5722028979,Data Engineer,Vretta,"Toronto, Ontario",Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,None - None,https://www.adzuna.ca/details/5722028979?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
adzuna_5689002703,Data Engineer,ShyftLabs,"Toronto, Ontario",Data Engineer,Not Specified,Adzuna,IT Jobs,Not Specified,,100000 - 140000,https://www.adzuna.ca/details/5689002703?utm_medium=api&utm_source=08a528aa,2026-05-12T12:55:18.600088
